name;link;KOI;massJupiter;massEarth;radiusJupiter;radiusEarth;density;temp;transit;period;sma;ecc;inc;dist
Kepler-364b;http://kepler.nasa.gov/Mission/discoveries/kepler364b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02153.02&type=KEPLER_CANDIDATE;;;0.138;1.55;;726;6.984;25.745718;0.178;;88.81;
Kepler-364c;http://kepler.nasa.gov/Mission/discoveries/kepler364c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02153.01&type=KEPLER_CANDIDATE;;;0.192;2.15;;548;6.5832;59.980627;0.312;;88.81;
Kepler-365b;http://kepler.nasa.gov/Mission/discoveries/kepler365b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02163.01&type=KEPLER_CANDIDATE;;;0.182;2.04;;862;3.2928;10.664903;0.098;;87.09;
Kepler-365c;http://kepler.nasa.gov/Mission/discoveries/kepler365c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02163.02&type=KEPLER_CANDIDATE;;;0.146;1.64;;732;3.8616;17.784129;0.137;;89;
Kepler-366b;http://kepler.nasa.gov/Mission/discoveries/kepler366b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02168.01&type=KEPLER_CANDIDATE;;;0.13;1.46;;1292;2.8512;3.281959;0.045;;87.09;
Kepler-366c;http://kepler.nasa.gov/Mission/discoveries/kepler366c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02168.02&type=KEPLER_CANDIDATE;;;0.16;1.79;;830;4.8384;12.51616;0.11;;88.81;
Kepler-367b;http://kepler.nasa.gov/Mission/discoveries/kepler367b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02173.01&type=KEPLER_CANDIDATE;;;0.116;1.3;;384;4.632;37.815724;0.201;;89.38;
Kepler-367c;http://kepler.nasa.gov/Mission/discoveries/kepler367c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02173.02&type=KEPLER_CANDIDATE;;;0.107;1.2;;342;5.2368;53.578637;0.253;;89.38;
Kepler-368b;http://kepler.nasa.gov/Mission/discoveries/kepler368b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02175.01&type=KEPLER_CANDIDATE;;;0.291;3.26;;513;10.0848;26.84768;0.186;;88.81;
Kepler-368c;http://kepler.nasa.gov/Mission/discoveries/kepler368c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02175.02&type=KEPLER_CANDIDATE;;;0.346;3.88;;376;7.6848;72.379334;0.36;;89.21;
Kepler-369b;http://kepler.nasa.gov/Mission/discoveries/kepler369b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02179.02&type=KEPLER_CANDIDATE;;;0.101;1.13;;737;1.0368;2.732756;0.03;;87.09;
Kepler-369c;http://kepler.nasa.gov/Mission/discoveries/kepler369c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02179.01&type=KEPLER_CANDIDATE;;;0.126;1.41;;421;2.4264;14.871572;0.094;;89.38;
Kepler-370b;http://kepler.nasa.gov/Mission/discoveries/kepler370b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02183.02&type=KEPLER_CANDIDATE;;;0.142;1.59;;1040;3.2808;4.57953;0.054;;89.95;
Kepler-370c;http://kepler.nasa.gov/Mission/discoveries/kepler370c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02183.01&type=KEPLER_CANDIDATE;;;0.17;1.91;;648;3.4176;19.02293;0.14;;88.24;
Kepler-371b;http://kepler.nasa.gov/Mission/discoveries/kepler371b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02194.01&type=KEPLER_CANDIDATE;;;0.169;1.89;;563;4.1736;34.763278;0.2;;88.81;
Kepler-371c;http://kepler.nasa.gov/Mission/discoveries/kepler371c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02194.02&type=KEPLER_CANDIDATE;;;0.159;1.78;;448;7.8024;67.968015;0.313;;89.08;
Kepler-372b;http://kepler.nasa.gov/Mission/discoveries/kepler372b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02195.03&type=KEPLER_CANDIDATE;;;0.121;1.36;;1133;4.1208;6.849692;0.075;;80.1;
Kepler-372c;http://kepler.nasa.gov/Mission/discoveries/kepler372c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02195.01&type=KEPLER_CANDIDATE;;;0.186;2.09;;834;6.0312;20.053763;0.154;;87.66;
Kepler-372d;http://kepler.nasa.gov/Mission/discoveries/kepler372d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02195.02&type=KEPLER_CANDIDATE;;;0.151;1.69;;692;7.5;30.092568;0.201;;90;
Kepler-373b;http://kepler.nasa.gov/Mission/discoveries/kepler373b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02218.01&type=KEPLER_CANDIDATE;;;0.121;1.36;;968;2.8632;5.535309;0.06;;87.09;
Kepler-373c;http://kepler.nasa.gov/Mission/discoveries/kepler373c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02218.02&type=KEPLER_CANDIDATE;;;0.111;1.24;;671;2.8752;16.725948;0.126;;88.24;
Kepler-374b;http://kepler.nasa.gov/Mission/discoveries/kepler374b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02220.03&type=KEPLER_CANDIDATE;;;0.092;1.03;;1508;2.64;1.897806;0.029;;83.65;
Kepler-374c;http://kepler.nasa.gov/Mission/discoveries/kepler374c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02220.01&type=KEPLER_CANDIDATE;;;0.098;1.1;;1245;3.3096;3.282807;0.042;;85.94;
Kepler-374d;http://kepler.nasa.gov/Mission/discoveries/kepler374d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02220.02&type=KEPLER_CANDIDATE;;;0.117;1.31;;1085;3.4392;5.028219;0.056;;86.52;
Kepler-375b;http://kepler.nasa.gov/Mission/discoveries/kepler375b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02236.02&type=KEPLER_CANDIDATE;;;0.129;1.45;;750;3.0408;12.125934;0.101;;88.81;
Kepler-375c;http://kepler.nasa.gov/Mission/discoveries/kepler375c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02236.01&type=KEPLER_CANDIDATE;;;0.236;2.65;;637;3.8088;19.986326;0.141;;89.38;
Kepler-376b;http://kepler.nasa.gov/Mission/discoveries/kepler376b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02278.02&type=KEPLER_CANDIDATE;;;0.095;1.07;;1237;3.9144;4.920199;0.057;;88.24;
Kepler-376c;http://kepler.nasa.gov/Mission/discoveries/kepler376c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02278.01&type=KEPLER_CANDIDATE;;;0.16;1.79;;868;2.6088;14.172327;0.115;;87.09;
Kepler-377b;http://kepler.nasa.gov/Mission/discoveries/kepler377b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02279.02&type=KEPLER_CANDIDATE;;;0.124;1.39;;835;4.0224;12.509529;0.109;;88.81;
Kepler-377c;http://kepler.nasa.gov/Mission/discoveries/kepler377c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02279.01&type=KEPLER_CANDIDATE;;;0.184;2.06;;647;5.7768;27.014976;0.182;;89.38;
Kepler-378b;http://kepler.nasa.gov/Mission/discoveries/kepler378b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02287.01&type=KEPLER_CANDIDATE;;;0.067;0.75;;501;1.9368;16.092361;0.112;;89.38;
Kepler-378c;http://kepler.nasa.gov/Mission/discoveries/kepler378c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02287.02&type=KEPLER_CANDIDATE;;;0.062;0.7;;668;3.0432;28.906009;0.166;;88.47;
Kepler-379b;http://kepler.nasa.gov/Mission/discoveries/kepler379b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02289.02&type=KEPLER_CANDIDATE;;;0.148;1.66;;765;5.1048;20.09838;0.152;;89.7;
Kepler-379c;http://kepler.nasa.gov/Mission/discoveries/kepler379c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02289.01&type=KEPLER_CANDIDATE;;;0.204;2.29;;517;4.6776;62.784697;0.326;;89.38;
Kepler-380b;http://kepler.nasa.gov/Mission/discoveries/kepler380b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02333.01&type=KEPLER_CANDIDATE;;;0.106;1.19;;1399;2.9616;3.930821;0.05;;85.94;
Kepler-380c;http://kepler.nasa.gov/Mission/discoveries/kepler380c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02333.02&type=KEPLER_CANDIDATE;;;0.113;1.27;;1124;2.9496;7.630004;0.078;;86.52;
Kepler-381b;http://kepler.nasa.gov/Mission/discoveries/kepler381b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02352.02&type=KEPLER_CANDIDATE;;;0.088;0.99;;1296;3.912;5.629021;0.066;;87.66;
Kepler-381c;http://kepler.nasa.gov/Mission/discoveries/kepler381c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02352.01&type=KEPLER_CANDIDATE;;;0.1;1.12;;971;3.4176;13.391635;0.117;;87.09;
Kepler-382b;http://kepler.nasa.gov/Mission/discoveries/kepler382b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02374.01&type=KEPLER_CANDIDATE;;;0.118;1.32;;1038;3.228;5.262155;0.055;;87.66;
Kepler-382c;http://kepler.nasa.gov/Mission/discoveries/kepler382c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02374.02&type=KEPLER_CANDIDATE;;;0.142;1.59;;787;1.9584;12.162701;0.097;;87.09;
Kepler-383b;http://kepler.nasa.gov/Mission/discoveries/kepler383b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02413.01&type=KEPLER_CANDIDATE;;;0.118;1.32;;543;3.3216;12.904532;0.095;;88.24;
Kepler-383c;http://kepler.nasa.gov/Mission/discoveries/kepler383c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02413.02&type=KEPLER_CANDIDATE;;;0.111;1.24;;404;3.7176;31.200751;0.172;;88.81;
Kepler-384b;http://kepler.nasa.gov/Mission/discoveries/kepler384b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02414.01&type=KEPLER_CANDIDATE;;;0.1;1.12;;629;6.0312;22.597053;0.148;;89.38;
Kepler-384c;http://kepler.nasa.gov/Mission/discoveries/kepler384c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02414.02&type=KEPLER_CANDIDATE;;;0.101;1.13;;499;4.656;45.348269;0.236;;88.81;
Kepler-385b;http://kepler.nasa.gov/Mission/discoveries/kepler385b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02433.02&type=KEPLER_CANDIDATE;;;0.244;2.73;;895;4.596;10.043686;0.097;;89.38;
Kepler-385c;http://kepler.nasa.gov/Mission/discoveries/kepler385c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02433.01&type=KEPLER_CANDIDATE;;;0.271;3.04;;779;6.804;15.163161;0.127;;89.38;
Kepler-386b;http://kepler.nasa.gov/Mission/discoveries/kepler386b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02442.02&type=KEPLER_CANDIDATE;;;0.124;1.39;;638;3.9384;12.31043;0.096;;86.7;
Kepler-386c;http://kepler.nasa.gov/Mission/discoveries/kepler386c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02442.01&type=KEPLER_CANDIDATE;;;0.141;1.58;;508;4.6344;25.193458;0.155;;88.24;
Kepler-387b;http://kepler.nasa.gov/Mission/discoveries/kepler387b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02443.01&type=KEPLER_CANDIDATE;;;0.092;1.03;;1076;3.1968;6.791636;0.068;;88.24;
Kepler-387c;http://kepler.nasa.gov/Mission/discoveries/kepler387c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02443.02&type=KEPLER_CANDIDATE;;;0.079;0.89;;893;3.2568;11.837549;0.098;;88.81;
Kepler-388b;http://kepler.nasa.gov/Mission/discoveries/kepler388b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02466.01&type=KEPLER_CANDIDATE;;;0.072;0.81;;820;2.0424;3.173315;0.036;;85.37;
Kepler-388c;http://kepler.nasa.gov/Mission/discoveries/kepler388c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02466.02&type=KEPLER_CANDIDATE;;;0.077;0.86;;507;3.276;13.297004;0.093;;88.24;
Kepler-389b;http://kepler.nasa.gov/Mission/discoveries/kepler389b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02473.01&type=KEPLER_CANDIDATE;;;0.135;1.51;;1022;2.0952;3.244107;0.041;;81.36;
Kepler-389c;http://kepler.nasa.gov/Mission/discoveries/kepler389c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02473.03&type=KEPLER_CANDIDATE;;;0.13;1.46;;636;2.9664;14.51143;0.11;;90;
Kepler-390b;http://kepler.nasa.gov/Mission/discoveries/kepler390b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02498.01&type=KEPLER_CANDIDATE;;;0.073;0.82;;790;2.376;6.738088;0.065;;87.66;
Kepler-390c;http://kepler.nasa.gov/Mission/discoveries/kepler390c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02498.02&type=KEPLER_CANDIDATE;;;0.07;0.79;;631;2.664;13.060022;0.101;;90;
Kepler-391b;http://kepler.nasa.gov/Mission/discoveries/kepler391b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02541.01&type=KEPLER_CANDIDATE;;;0.285;3.2;;1279;6.8328;7.416755;0.082;;84.8;
Kepler-391c;http://kepler.nasa.gov/Mission/discoveries/kepler391c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02541.02&type=KEPLER_CANDIDATE;;;0.316;3.54;;927;10.38;20.485435;0.161;;85.5;
Kepler-392b;http://kepler.nasa.gov/Mission/discoveries/kepler392b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02585.01&type=KEPLER_CANDIDATE;;;0.089;1;;1364;3.0432;5.341853;0.059;;89.95;
Kepler-392c;http://kepler.nasa.gov/Mission/discoveries/kepler392c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02585.02&type=KEPLER_CANDIDATE;;;0.098;1.1;;1088;2.2656;10.423118;0.093;;89.6;
Kepler-393b;http://kepler.nasa.gov/Mission/discoveries/kepler393b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02595.01&type=KEPLER_CANDIDATE;;;0.115;1.29;;1259;4.344;9.182417;0.091;;83.08;
Kepler-393c;http://kepler.nasa.gov/Mission/discoveries/kepler393c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02595.02&type=KEPLER_CANDIDATE;;;0.119;1.33;;1076;5.4;14.613612;0.124;;85.37;
Kepler-394b;http://kepler.nasa.gov/Mission/discoveries/kepler394b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02597.01&type=KEPLER_CANDIDATE;;;0.143;1.6;;1026;3.42;8.005013;0.083;;87.09;
Kepler-394c;http://kepler.nasa.gov/Mission/discoveries/kepler394c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02597.02&type=KEPLER_CANDIDATE;;;0.148;1.66;;895;3.8184;12.130686;0.11;;87.66;
Kepler-395b;http://kepler.nasa.gov/Mission/discoveries/kepler395b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02650.02&type=KEPLER_CANDIDATE;;;0.092;1.03;;532;1.908;7.054346;0.061;;87.66;
Kepler-395c;http://kepler.nasa.gov/Mission/discoveries/kepler395c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02650.01&type=KEPLER_CANDIDATE;;;0.118;1.32;;312;4.4592;34.989262;0.177;;89.38;
Kepler-396b;http://kepler.nasa.gov/Mission/discoveries/kepler396b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02672.02&type=KEPLER_CANDIDATE;0.238;75.5;0.312;3.5;;525;4.7047;42.994;0.228;;89.38;
Kepler-396c;http://kepler.nasa.gov/Mission/discoveries/kepler396c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02672.01&type=KEPLER_CANDIDATE;0.056;17.9;0.473;5.3;;413;6.8748;88.505;0.369;;89.95;
Kepler-397b;http://kepler.nasa.gov/Mission/discoveries/kepler397b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02681.02&type=KEPLER_CANDIDATE;;;0.219;2.46;;527;1.6896;22.250949;0.144;;88.81;
Kepler-397c;http://kepler.nasa.gov/Mission/discoveries/kepler397c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02681.01&type=KEPLER_CANDIDATE;;;0.551;6.18;;288;6.9;135.498527;0.48;;89.38;
Kepler-398b;http://kepler.nasa.gov/Mission/discoveries/kepler398b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02693.01&type=KEPLER_CANDIDATE;;;0.083;0.93;;722;2.2872;4.081423;0.044;;88.24;
Kepler-398c;http://kepler.nasa.gov/Mission/discoveries/kepler398c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02693.02&type=KEPLER_CANDIDATE;;;0.09;1.01;;511;3.3408;11.419412;0.087;;85.37;
Kepler-399b;http://kepler.nasa.gov/Mission/discoveries/kepler399b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02707.02&type=KEPLER_CANDIDATE;;;0.086;0.96;;668;3.6864;14.425281;0.103;;87.66;
Kepler-399c;http://kepler.nasa.gov/Mission/discoveries/kepler399c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02707.03&type=KEPLER_CANDIDATE;;;0.128;1.43;;544;2.7576;26.67569;0.155;;87.66;
Kepler-399d;http://kepler.nasa.gov/Mission/discoveries/kepler399d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02707.01&type=KEPLER_CANDIDATE;;;0.169;1.89;;420;5.436;58.034616;0.261;;88.81;
Kepler-400b;http://kepler.nasa.gov/Mission/discoveries/kepler400b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02711.01&type=KEPLER_CANDIDATE;;;0.147;1.65;;965;3.1272;9.024389;0.087;;87.66;
Kepler-400c;http://kepler.nasa.gov/Mission/discoveries/kepler400c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02711.02&type=KEPLER_CANDIDATE;;;0.133;1.49;;779;3.4248;17.340824;0.134;;85.94;
Kepler-401b;http://kepler.nasa.gov/Mission/discoveries/kepler401b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02714.01&type=KEPLER_CANDIDATE;;;0.153;1.71;;966;8.7288;14.383035;0.122;;89.95;
Kepler-401c;http://kepler.nasa.gov/Mission/discoveries/kepler401c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02714.02&type=KEPLER_CANDIDATE;;;0.192;2.15;;650;10.5792;47.318218;0.269;;89.95;
Kepler-402b;http://kepler.nasa.gov/Mission/discoveries/kepler402b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02722.03&type=KEPLER_CANDIDATE;;;0.109;1.22;;1388;2.9856;4.028751;0.051;;88.24;
Kepler-402c;http://kepler.nasa.gov/Mission/discoveries/kepler402c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02722.01&type=KEPLER_CANDIDATE;;;0.139;1.56;;1208;3.468;6.124821;0.068;;88.81;
Kepler-402d;http://kepler.nasa.gov/Mission/discoveries/kepler402d;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02722.04&type=KEPLER_CANDIDATE;;;0.123;1.38;;1065;3.8376;8.921099;0.087;;88.81;
Kepler-402e;http://kepler.nasa.gov/Mission/discoveries/kepler402e;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02722.02&type=KEPLER_CANDIDATE;;;0.13;1.46;;986;4.1928;11.242861;0.102;;88.81;
Kepler-403b;http://kepler.nasa.gov/Mission/discoveries/kepler403b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02732.01&type=KEPLER_CANDIDATE;;;0.112;1.25;;1045;5.8488;7.031462;0.076;;88.24;
Kepler-403c;http://kepler.nasa.gov/Mission/discoveries/kepler403c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02732.03&type=KEPLER_CANDIDATE;;;0.156;1.75;;529;5.3736;54.280749;0.297;;89.38;
Kepler-404b;http://kepler.nasa.gov/Mission/discoveries/kepler404b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02768.01&type=KEPLER_CANDIDATE;;;0.113;1.27;;712;5.6352;11.829851;0.102;;89.38;
Kepler-404c;http://kepler.nasa.gov/Mission/discoveries/kepler404c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K02768.02&type=KEPLER_CANDIDATE;;;0.153;1.72;;660;1.1664;14.751166;0.118;;89.38;
Kepler-405b;http://kepler.nasa.gov/Mission/discoveries/kepler405b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K03057.02&type=KEPLER_CANDIDATE;;;0.186;2.08;;726;3.5376;10.613839;0.095;;88.81;
Kepler-405c;http://kepler.nasa.gov/Mission/discoveries/kepler405c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K03057.01&type=KEPLER_CANDIDATE;;;0.416;4.66;;515;1.5336;29.726682;0.188;;89.95;
Kepler-406b;http://kepler.nasa.gov/Mission/discoveries/kepler406b;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00321.01&type=KEPLER_CANDIDATE;0.02;6.35;0.128;1.43;11.82;1375;2.6466;2.42629;0.035;;86.52;
Kepler-406c;http://kepler.nasa.gov/Mission/discoveries/kepler406c;http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=K00321.02&type=KEPLER_CANDIDATE;0.009;2.71;0.076;0.85;24.39;1107;2.9832;4.62332;0.054;;87.09;
